project_code,report_year,report_month_num,agency_frequency,state_frequency,original_cost_cr,cumulative_expenditure_cr,physical_progress_pct,approval_to_start_days,planned_duration_days,time_overrun_days,time_overrun_months,time_overrun_flag
400078,2026,3,0.0203443568629177,0.0005284248535822,9028.0,7132.48,90.8,0.0,1096.0,547.0,17.971252566735114,1
400078,2026,4,0.0203443568629177,0.0005284248535822,9028.0,7160.82,91.4,0.0,1096.0,547.0,17.971252566735114,1
400078,2026,5,0.0203443568629177,0.0005284248535822,9028.0,7456.3,92.7,0.0,1096.0,547.0,17.971252566735114,1
400078,2026,6,0.0203443568629177,0.0005284248535822,9028.0,7482.71,94.1,0.0,1096.0,547.0,17.971252566735114,1
400081,2025,10,0.0004403540446519,0.0120216654189968,906.47,553.38,94.0,304.0,943.0,457.0,15.014373716632443,1
400081,2025,11,0.0004403540446519,0.0120216654189968,906.47,559.27,95.0,304.0,943.0,457.0,15.014373716632443,1
400081,2025,12,0.0004403540446519,0.0120216654189968,906.47,565.17,95.0,304.0,943.0,730.0,23.98357289527721,1
400081,2026,1,0.0004403540446519,0.0120216654189968,906.47,569.37,96.0,304.0,943.0,730.0,23.98357289527721,1
400081,2026,2,0.0004403540446519,0.0120216654189968,906.47,571.72,96.0,304.0,943.0,730.0,23.98357289527721,1
400081,2026,3,0.0004403540446519,0.0120216654189968,906.47,571.72,96.5,304.0,943.0,730.0,23.98357289527721,1
400081,2026,4,0.0004403540446519,0.0120216654189968,906.47,574.12,97.0,304.0,943.0,730.0,23.98357289527721,1
400081,2026,5,0.0004403540446519,0.0120216654189968,906.47,575.68,97.05,304.0,943.0,730.0,23.98357289527721,1
400081,2026,6,0.0004403540446519,0.0120216654189968,906.47,576.37,97.25,0.0,943.0,730.0,23.98357289527721,1
400081,2026,7,0.0004403540446519,0.0120216654189968,906.47,577.32,97.5,0.0,943.0,730.0,23.98357289527721,1
